time,latitude,longitude,elevation,distance,elevation_change,cum_elevation,cum_distance,step_feet,mile_num,gradient_point,gradient_rating
2018-04-07 10:54:35+00:00,38.76753187738359,-77.41536213085055,48.400001525878906,0.00094961,-0.3999977111816406,-55.599998474121094,2.4403437799999996,5.0139408,3.0,-15.8,bigDown
2018-04-07 10:54:38+00:00,38.767562387511134,-77.41533547639847,48.20000076293945,0.00255063,-0.20000076293945312,-55.79999923706055,2.4428944099999996,13.4673264,3.0,-3.9,flat
2018-04-07 10:54:39+00:00,38.76757646910846,-77.41532047279179,48.20000076293945,0.00126488,0.0,-55.79999923706055,2.4441592899999995,6.678566399999999,3.0,0.0,flat
2018-04-07 10:54:40+00:00,38.76759725622833,-77.41530932486057,48.400001525878906,0.00155676,0.20000076293945312,-55.599998474121094,2.4457160499999997,8.219692799999999,3.0,5.7,up
2018-04-07 10:54:42+00:00,38.7676402553916,-77.4152940697968,49.0,0.00308253,0.5999984741210938,-55.0,2.4487985799999996,16.2757584,3.0,10.1,up
2018-04-07 10:54:44+00:00,38.76767839305103,-77.41528292186558,49.20000076293945,0.00270263,0.20000076293945312,-54.79999923706055,2.4515012099999995,14.2698864,3.0,3.7,flat
2018-04-07 10:54:45+00:00,38.767780903726816,-77.41530085913837,49.20000076293945,0.00714843,0.0,-54.79999923706055,2.4586496399999995,37.7437104,3.0,0.0,flat
2018-04-07 10:54:47+00:00,38.76784770749509,-77.41530538536608,48.79999923706055,0.00462214,-0.40000152587890625,-55.20000076293945,2.4632717799999995,24.404899200000003,3.0,-4.7,flat
2018-04-07 10:54:52+00:00,38.76798978075385,-77.415318377316,48.599998474121094,0.00984125,-0.20000076293945312,-55.400001525878906,2.4731130299999995,51.9618,3.0,-1.2,flat
2018-04-07 10:54:57+00:00,38.768109222874045,-77.41529691964388,48.79999923706055,0.00833323,0.20000076293945312,-55.20000076293945,2.4814462599999993,43.999454400000005,3.0,1.4,flat
2018-04-07 10:55:03+00:00,38.76822656951845,-77.41527395322919,49.20000076293945,0.00820174,0.40000152587890625,-54.79999923706055,2.4896479999999994,43.305187200000006,3.0,2.8,flat
2018-04-07 10:55:06+00:00,38.768304102122784,-77.41524956189096,49.20000076293945,0.00551579,0.0,-54.79999923706055,2.4951637899999994,29.123371199999998,3.0,0.0,flat
2018-04-07 10:55:07+00:00,38.76830787397921,-77.4152562674135,49.0,0.00044543,-0.20000076293945312,-55.0,2.4956092199999995,2.3518704,3.0,-11.6,down
2018-04-07 10:55:11+00:00,38.76840661279857,-77.41525308229029,49.599998474121094,0.00682436,0.5999984741210938,-54.400001525878906,2.5024335799999995,36.0326208,3.0,5.0,flat
2018-04-07 10:55:15+00:00,38.768523121252656,-77.41526515223086,49.79999923706055,0.00807618,0.20000076293945312,-54.20000076293945,2.5105097599999997,42.6422304,3.0,1.4,flat
2018-04-07 10:55:16+00:00,38.76854818314314,-77.41526557132602,49.400001525878906,0.00173176,-0.3999977111816406,-54.599998474121094,2.51224152,9.1436928,3.0,-10.6,down
2018-04-07 10:55:18+00:00,38.76858766190708,-77.41528392769396,48.599998474121094,0.00290144,-0.8000030517578125,-55.400001525878906,2.51514296,15.3196032,3.0,-14.1,down
2018-04-07 10:55:21+00:00,38.76871649175882,-77.41532323881984,47.599998474121094,0.00914974,-1.0,-56.400001525878906,2.5242926999999997,48.3106272,3.0,-6.4,down
2018-04-07 10:55:22+00:00,38.76876527443528,-77.41534193046391,47.400001525878906,0.00351776,-0.1999969482421875,-56.599998474121094,2.5278104599999995,18.5737728,3.0,-3.0,flat
2018-04-07 10:55:27+00:00,38.76888329163194,-77.4152927286923,47.400001525878906,0.00857418,0.0,-56.599998474121094,2.5363846399999996,45.271670400000005,3.0,0.0,flat
2018-04-07 10:55:32+00:00,38.768970714882016,-77.41522056050599,47.400001525878906,0.00718336,0.0,-56.599998474121094,2.5435679999999996,37.9281408,3.0,0.0,flat
2018-04-07 10:55:37+00:00,38.76907842233777,-77.41514654830098,47.400001525878906,0.00844265,0.0,-56.599998474121094,2.5520106499999997,44.577192,3.0,0.0,flat
