time,latitude,longitude,elevation,pointxyz,distance,mph,pace,sec_mile_pace,elevation_change,cum_elevation,cum_distance,second,elapsed_time,step_feet,moving_time
2021-11-19 15:47:20+00:00,38.77488917671144,-77.05991235561669,-23.799999237060547,"(38.77488917671144, -77.05991235561669, -23.799999237060547)",0.00207691,7.476876,0:08:01.484513,481.48451305063776,0.20000076293945312,-20.799999237060547,6.1336666449999955,3267,0:54:27,10.966084799999999,1
2021-11-19 15:47:21+00:00,38.77488817088306,-77.05987270921469,-23.600000381469727,"(38.77488817088306, -77.05987270921469, -23.600000381469727)",0.00213673,7.692227999999999,0:07:48.004849,468.0048485302308,0.1999988555908203,-20.600000381469727,6.135803374999996,3268,0:54:28,11.281934399999999,1
2021-11-19 15:47:22+00:00,38.77488917671144,-77.05983339808881,-23.600000381469727,"(38.77488917671144, -77.05983339808881, -23.600000381469727)",0.00211868,7.627248,0:07:51.991995,471.99199501576453,0.0,-20.600000381469727,6.137922054999995,3269,0:54:29,11.1866304,1
2021-11-19 15:47:23+00:00,38.774889428168535,-77.05978964455426,-23.399999618530273,"(38.774889428168535, -77.05978964455426, -23.399999618530273)",0.0023569,8.48484,0:07:04.286139,424.28613857185286,0.20000076293945312,-20.399999618530273,6.140278954999995,3270,0:54:30,12.444431999999999,1
2021-11-19 15:47:24+00:00,38.77489420585334,-77.05975024960935,-23.600000381469727,"(38.77489420585334, -77.05975024960935, -23.600000381469727)",0.00214757,7.7312520000000005,0:07:45.642563,465.6425634554403,-0.20000076293945312,-20.600000381469727,6.142426524999995,3271,0:54:31,11.3391696,1
2021-11-19 15:47:25+00:00,38.77489395439625,-77.05971362069249,-23.600000381469727,"(38.77489395439625, -77.05971362069249, -23.600000381469727)",0.00197313,7.103268,0:08:26.808979,506.8089786278654,0.0,-20.600000381469727,6.144399654999995,3272,0:54:32,10.4181264,1
2021-11-19 15:47:26+00:00,38.77489596605301,-77.05967380665243,-23.600000381469727,"(38.77489596605301, -77.05967380665243, -23.600000381469727)",0.00214913,7.736868,0:07:45.304565,465.30456510308824,0.0,-20.600000381469727,6.146548784999995,3273,0:54:33,11.3474064,1
2021-11-19 15:47:27+00:00,38.7748983129859,-77.05963231623173,-23.600000381469727,"(38.7748983129859, -77.05963231623173, -23.600000381469727)",0.0022408,8.06688,0:07:26.269190,446.26918957515176,0.0,-20.600000381469727,6.148789584999995,3274,0:54:34,11.831423999999998,1
2021-11-19 15:47:28+00:00,38.77489856444299,-77.05959241837263,-23.600000381469727,"(38.77489856444299, -77.05959241837263, -23.600000381469727)",0.00214921,7.737156,0:07:45.287245,465.2872450807506,0.0,-20.600000381469727,6.150938794999995,3275,0:54:35,11.3478288,1
2021-11-19 15:47:29+00:00,38.77489789389074,-77.05955260433257,-23.799999237060547,"(38.77489789389074, -77.05955260433257, -23.799999237060547)",0.00214513,7.722467999999999,0:07:46.172213,466.1722133390517,-0.1999988555908203,-20.799999237060547,6.1530839249999945,3276,0:54:36,11.326286399999999,1
2021-11-19 15:47:30+00:00,38.77490384504199,-77.05951153300703,-24.0,"(38.77490384504199, -77.05951153300703, -24.0)",0.00225024,8.100864000000001,0:07:24.397042,444.3970420932878,-0.20000076293945312,-21.0,6.155334164999995,3277,0:54:37,11.8812672,1
2021-11-19 15:47:31+00:00,38.774910885840654,-77.05947406589985,-24.200000762939453,"(38.774910885840654, -77.05947406589985, -24.200000762939453)",0.00207601,7.473636,0:08:01.693248,481.6932481057413,-0.20000076293945312,-21.200000762939453,6.1574101749999945,3278,0:54:38,10.961332800000001,1
2021-11-19 15:47:32+00:00,38.77491750754416,-77.0594385266304,-24.200000762939453,"(38.77491750754416, -77.0594385266304, -24.200000762939453)",0.00196827,7.0857719999999995,0:08:28.060378,508.0603778953091,0.0,-21.200000762939453,6.159378444999994,3279,0:54:39,10.3924656,1
2021-11-19 15:47:33+00:00,38.774916250258684,-77.05940189771354,-24.200000762939453,"(38.774916250258684, -77.05940189771354, -24.200000762939453)",0.00197497,7.109891999999999,0:08:26.336805,506.3368051160271,0.0,-21.200000762939453,6.1613534149999944,3280,0:54:40,10.427841599999999,1
2021-11-19 15:47:34+00:00,38.77491457387805,-77.05936300568283,-24.0,"(38.77491457387805, -77.05936300568283, -24.0)",0.00209816,7.553376,0:07:56.608076,476.60807564723376,0.20000076293945312,-21.0,6.1634515749999945,3281,0:54:41,11.0782848,1
2021-11-19 15:47:35+00:00,38.774913316592574,-77.05932335928082,-23.799999237060547,"(38.774913316592574, -77.05932335928082, -23.799999237060547)",0.00213736,7.694496,0:07:47.866901,467.8669012239398,0.20000076293945312,-20.799999237060547,6.165588934999994,3282,0:54:42,11.2852608,1
2021-11-19 15:47:36+00:00,38.77491348423064,-77.0592833776027,-23.799999237060547,"(38.77491348423064, -77.0592833776027, -23.799999237060547)",0.00215369,7.753284000000001,0:07:44.319377,464.3193774405787,0.0,-20.799999237060547,6.1677426249999945,3283,0:54:43,11.371483200000002,1
2021-11-19 15:47:37+00:00,38.77491901628673,-77.05924222245812,-23.600000381469727,"(38.77491901628673, -77.05924222245812, -23.600000381469727)",0.00224958,8.098488,0:07:24.527423,444.52742289671846,0.1999988555908203,-20.600000381469727,6.1699922049999945,3284,0:54:44,11.877782400000001,1
2021-11-19 15:47:38+00:00,38.774930415675044,-77.05920148640871,-23.600000381469727,"(38.774930415675044, -77.05920148640871, -23.600000381469727)",0.00233136,8.392896,0:07:08.934184,428.934184338755,0.0,-20.600000381469727,6.172323564999995,3285,0:54:45,12.3095808,1
2021-11-19 15:47:39+00:00,38.77493133768439,-77.05916200764477,-23.600000381469727,"(38.77493133768439, -77.05916200764477, -23.600000381469727)",0.00212752,7.659072,0:07:50.030834,470.03083402271193,0.0,-20.600000381469727,6.174451084999995,3286,0:54:46,11.2333056,1
2021-11-19 15:47:40+00:00,38.77493519335985,-77.0591208525002,-23.600000381469727,"(38.77493519335985, -77.0591208525002, -23.600000381469727)",0.00223281,8.038116,0:07:27.866142,447.8661417675485,0.0,-20.600000381469727,6.176683894999995,3287,0:54:47,11.7892368,1
2021-11-19 15:47:41+00:00,38.77493804320693,-77.05908128991723,-23.799999237060547,"(38.77493804320693, -77.05908128991723, -23.799999237060547)",0.00214016,7.704575999999999,0:07:47.254785,467.25478468899524,-0.1999988555908203,-20.799999237060547,6.178824054999994,3288,0:54:48,11.3000448,1
2021-11-19 15:47:42+00:00,38.77493904903531,-77.05904206261039,-23.799999237060547,"(38.77493904903531, -77.05904206261039, -23.799999237060547)",0.00211416,7.610976,0:07:53.001097,473.0010973625459,0.0,-20.799999237060547,6.180938214999994,3289,0:54:49,11.1627648,1
2021-11-19 15:47:43+00:00,38.77494231797755,-77.0590032543987,-24.0,"(38.77494231797755, -77.0590032543987, -24.0)",0.00210261,7.569396,0:07:55.599374,475.59937411122365,-0.20000076293945312,-21.0,6.183040824999994,3290,0:54:50,11.1017808,1
2021-11-19 15:47:44+00:00,38.7749379593879,-77.0589636079967,-24.0,"(38.7749379593879, -77.0589636079967, -24.0)",0.00215672,7.7641919999999995,0:07:43.667050,463.6670499647613,0.0,-21.0,6.185197544999994,3291,0:54:51,11.3874816,1
2021-11-19 15:47:45+00:00,38.774936869740486,-77.058922117576,-24.0,"(38.774936869740486, -77.058922117576, -24.0)",0.00223619,8.050284,0:07:27.189192,447.18919233159977,0.0,-21.0,6.187433734999994,3292,0:54:52,11.8070832,1
2021-11-19 15:47:46+00:00,38.77493251115084,-77.05888012424111,-23.799999237060547,"(38.77493251115084, -77.05888012424111, -23.799999237060547)",0.00228197,8.215092,0:07:18.217856,438.2178556247453,0.20000076293945312,-20.799999237060547,6.189715704999994,3293,0:54:53,12.0488016,1
2021-11-19 15:47:47+00:00,38.774931505322456,-77.05883787944913,-23.799999237060547,"(38.774931505322456, -77.05883787944913, -23.799999237060547)",0.00227662,8.195832,0:07:19.247657,439.247656613752,0.0,-20.799999237060547,6.191992324999994,3294,0:54:54,12.0205536,1
